date,spid,pop,latgps,longps,a,b,c,d
18/12/2011,482,300,13.913239,10.484633,5,0,5,0
18/12/2011,482,200,13.885475,10.485881,2,0,2,0
18/12/2011,482,100,13.907300,10.512778,1,0,1,1
13/12/2011,483,220,13.731580,10.451956,3,0,3,0
13/12/2011,483,140,13.689906,10.492414,8,0,8,0
13/12/2011,483,150,13.658480,10.490156,5,0,5,0
12/12/2011,484,80,13.610683,10.617703,2,0,2,0
13/12/2011,484,0,13.670597,10.605175,4,0,4,0
12/12/2011,484,50,13.563994,10.685908,0,0,0,0
12/12/2011,485,300,13.576153,10.629228,1,0,1,0
12/12/2011,485,250,13.464047,10.446992,3,0,3,0
12/12/2011,485,42,13.514692,10.545086,0,0,0,0
15/12/2011,486,0,14.014300,10.742889,0,0,0,0
15/12/2011,486,100,14.001444,10.671928,1,0,1,0
15/12/2011,486,70,14.061311,10.714486,1,0,1,0
18/12/2011,487,120,13.792786,10.601986,2,0,2,0
18/12/2011,487,50,13.792717,10.628097,1,0,1,0
18/12/2011,487,280,13.796486,10.764986,4,0,4,0
14/12/2011,488,500,14.127258,10.918972,1,0,1,0
14/12/2011,488,5000,14.182964,10.901278,2,0,2,0
14/12/2011,488,150,14.188886,10.952942,0,0,0,0
12/12/2011,489,100,13.930322,10.904319,1,0,1,0
12/12/2011,489,1200,13.975136,10.940297,2,0,2,0
12/12/2011,489,200,13.978583,10.980444,1,0,1,0
15/12/2011,490,250,14.195064,11.034083,0,0,0,0
15/12/2011,490,600,14.181103,11.130456,4,0,4,0
15/12/2011,490,200,14.242853,11.083706,0,0,0,0
14/12/2011,491,350,14.109736,11.066750,1,0,1,0
14/12/2011,491,90,14.100078,11.120256,0,0,0,0
14/12/2011,491,60,14.068308,11.078067,0,0,0,0
12/12/2011,379,150,14.838931,7.629489,1,0,1,0
12/12/2011,379,200,14.887969,7.514611,4,0,4,0
12/12/2011,379,150,14.932708,7.561311,0,0,0,0
11/12/2011,380,120,14.731386,7.625414,2,0,2,0
11/12/2011,380,60,14.744317,7.636325,1,0,1,0
11/12/2011,380,40,14.749069,7.732294,0,0,0,0
13/12/2011,381,180,14.914331,7.989150,0,0,0,0
13/12/2011,381,70,14.995397,8.047742,0,0,0,0
13/12/2011,381,100,14.988364,8.025408,1,0,1,0
10/12/2011,382,250,14.713183,7.889189,1,0,1,0
10/12/2011,382,120,14.675019,7.871942,0,0,0,0
10/12/2011,382,200,14.654958,7.877808,1,0,1,0
11/12/2011,383,600,14.565508,7.928944,2,0,2,0
11/12/2011,383,202,14.557280,7.960936,1,0,1,0
11/12/2011,383,251,14.535147,7.949828,2,1,1,0
15/12/2011,384,0,14.810653,8.080619,0,0,0,0
15/12/2011,384,300,14.835892,8.028856,0,0,0,0
14/12/2011,384,500,14.871350,8.057097,5,0,5,0
10/12/2011,385,1000,14.624964,8.198069,14,2,12,1
10/12/2011,385,200,14.699164,8.090064,1,0,1,0
10/12/2011,385,700,14.597317,8.135303,6,0,6,1
20/12/2011,386,40,15.001486,8.358650,2,0,2,0
20/12/2011,386,700,14.999700,8.377636,5,0,5,0
19/12/2011,386,0,14.973050,8.306308,1,0,1,0
15/12/2011,387,100,14.742189,8.346314,1,0,1,0
15/12/2011,387,70,14.730033,8.299106,1,0,1,0
16/12/2011,387,500,14.703933,8.362569,3,0,3,0
09/12/2011,388,330,14.511678,8.252031,2,0,2,0
09/12/2011,388,400,14.523003,8.386978,2,1,1,0
09/12/2011,388,300,14.499614,8.232836,4,0,4,0
11/12/2011,389,1000,13.090008,8.391997,2,0,2,0
11/12/2011,389,3000,13.115175,8.419686,8,2,6,5
11/12/2011,389,500,13.095200,8.392608,5,0,4,1
08/12/2011,390,5000,15.108030,8.548783,14,5,9,10
09/12/2011,390,300,15.101444,8.639344,3,0,3,0
08/12/2011,390,100,15.104169,8.619328,1,0,1,0
19/12/2011,391,400,14.745589,8.512256,2,1,1,0
19/12/2011,391,150,14.793081,8.484272,2,0,2,0
19/12/2011,391,300,14.844022,8.478300,1,0,1,0
16/12/2011,392,500,14.644869,8.581119,2,0,2,0
17/12/2011,392,4300,14.613603,8.503617,3,1,2,0
17/12/2011,392,500,14.616767,8.595972,1,0,1,0
09/12/2011,393,110,14.420628,8.446686,2,1,1,0
08/12/2011,393,200,14.355758,8.499994,4,0,4,0
09/12/2011,393,250,14.377755,8.440397,3,2,1,1
05/12/2011,394,0,13.679767,8.530297,15,1,14,1
07/12/2011,394,200,13.738319,8.546278,1,0,1,1
07/11/2011,394,400,13.711847,8.507639,7,0,7,0
08/12/2011,395,500,13.453453,8.524317,7,1,6,0
08/12/2011,395,6000,13.448397,8.407881,15,3,12,3
07/12/2011,395,3000,13.468292,8.485208,2,0,2,2
10/12/2011,396,400,13.241417,8.466261,2,1,1,1
10/12/2011,396,500,13.220461,8.498214,3,1,2,0
10/12/2011,396,3000,13.220136,8.537592,12,1,11,1
13/12/2011,397,13000,13.035744,8.674508,13,1,12,3
12/12/2011,397,5000,13.053764,8.582172,27,6,21,0
12/12/2011,397,8000,13.080822,8.595769,17,4,13,1
09/12/2011,398,700,15.234161,8.726144,9,0,9,0
09/12/2011,398,250,15.228600,8.759414,0,0,0,0
09/12/2011,398,100,15.173236,8.662947,0,0,0,0
08/12/2011,399,300,14.927339,8.637128,1,0,1,0
12/12/2011,399,250,14.970114,8.795078,0,0,0,0
07/12/2011,399,150,14.959367,8.699103,1,0,1,1
20/12/2011,400,6000,14.724378,8.627503,33,16,17,9
19/12/2011,400,1800,14.735383,8.724028,15,2,13,3
19/12/2011,400,350,14.751025,8.676208,7,1,6,2
21/12/2011,401,350,14.512775,8.702836,0,0,0,0
21/12/2011,401,200,14.518983,8.699942,1,0,1,1
21/12/2011,401,2227,14.500908,8.630861,16,0,16,2
08/12/2011,402,700,14.270850,8.728075,6,0,6,0
08/12/2011,402,1500,14.258036,8.687811,9,0,9,0
08/12/2011,402,500,14.249639,8.727183,6,0,6,0
06/12/2011,403,400,14.065164,8.739600,3,0,3,0
06/12/2011,403,1500,14.051539,8.724442,5,0,5,0
06/12/2011,403,5000,14.038056,8.809561,15,1,14,0
04/12/2011,404,100,13.874581,8.563225,4,0,4,0
04/12/2011,404,300,13.841650,8.595192,6,0,6,0
04/12/2011,404,160,13.742769,8.594158,2,1,1,0
20/12/2011,405,5000,13.623128,8.719936,3,0,3,0
20/12/2011,405,1500,13.642700,8.747817,20,11,9,4
20/12/2011,405,1200,13.584053,8.744578,6,3,3,0
09/12/2011,406,600,13.312931,8.646597,4,0,4,0
09/12/2011,406,900,13.309430,8.615708,11,0,11,0
09/12/2011,406,550,13.339956,8.731803,2,1,1,1
14/12/2011,407,900,13.113669,8.720786,11,2,9,0
14/12/2011,407,700,13.102583,8.661889,2,2,0,2
14/12/2011,407,600,13.104961,8.759142,6,2,4,0
15/12/2011,408,5000,12.948153,8.747225,9,1,8,0
15/12/2011,408,3000,12.909889,8.766578,8,0,8,2
15/12/2011,408,700,12.907497,8.752444,1,0,1,0
10/12/2011,409,300,15.139550,8.939669,0,0,0,0
10/12/2011,409,300,15.143664,8.891589,2,0,2,0
10/12/2011,409,300,15.135469,8.933136,2,0,2,0
11/12/2011,410,400,14.995230,8.905394,6,0,6,1
10/12/2011,410,400,15.048164,8.919156,3,0,3,0
11/12/2011,410,300,15.040678,8.866250,1,0,1,0
12/12/2011,411,1500,14.859911,8.935758,4,0,4,0
12/12/2011,411,500,14.854175,8.864172,4,0,4,0
12/12/2011,411,600,14.877380,8.890869,2,0,2,0
17/12/2011,412,180,14.648067,8.817514,0,0,0,3
17/12/2011,412,900,14.646192,8.819644,6,2,4,2
17/12/2011,412,850,14.546600,8.877092,5,0,5,1
21/12/2011,413,267,14.406394,8.863992,0,0,0,0
21/12/2011,413,87,14.409581,8.949772,2,0,2,0
21/12/2011,413,1000,14.413408,8.906031,8,3,5,2
21/12/2011,414,200,14.156647,8.829892,4,0,4,0
23/12/2011,414,100,14.174719,8.864494,1,1,0,0
23/12/2011,414,190,14.170944,8.852069,3,1,2,1
21/12/2011,415,170,13.909519,8.935753,1,0,1,0
21/12/2011,415,2300,13.909728,8.989550,5,1,4,2
21/12/2011,415,300,13.941461,8.979997,1,0,1,0
05/12/2011,416,3000,13.691728,8.871122,11,2,9,0
05/12/2011,416,1200,13.720455,8.812142,6,0,6,0
05/12/2011,416,200,13.709375,8.818989,2,0,2,0
19/12/2011,417,1200,13.472644,8.877467,8,0,8,0
18/12/2011,417,350,13.431731,8.848119,2,0,2,0
19/12/2011,417,2000,13.482005,8.890692,6,2,4,0
18/12/2011,418,1000,13.219247,8.822983,5,0,5,0
18/12/2011,418,900,13.217983,8.858136,1,0,1,2
18/12/2011,418,300,13.224961,8.904206,1,0,1,0
06/12/2011,419,0,12.997911,8.908125,7,3,4,1
17/12/2011,419,760,12.976169,8.954953,6,2,4,1
16/12/2011,419,300,12.951061,8.882214,1,0,1,0
15/12/2011,420,300,12.855511,8.951756,2,0,2,0
16/12/2011,420,400,12.851055,9.009186,1,1,0,0
15/12/2011,420,200,12.845422,8.951394,3,0,3,0
13/12/2011,421,1000,14.977714,9.102053,3,1,2,1
13/12/2011,421,200,14.940422,8.984089,3,0,3,1
13/12/2011,421,150,14.941328,8.983950,0,0,0,0
14/12/2011,422,400,14.899300,9.194800,2,2,0,0
14/12/2011,422,2000,14.926858,9.157917,7,1,6,3
14/12/2011,422,800,14.909764,9.257328,1,0,1,1
15/12/2011,423,150,14.694567,9.149056,1,0,1,0
15/12/2011,423,380,14.689203,9.163522,3,0,3,0
15/12/2011,423,300,14.704244,9.253108,0,0,0,0
24/12/2011,424,800,14.504578,9.089672,3,1,2,0
24/12/2011,424,600,14.497433,9.053947,2,0,2,0
24/12/2011,424,700,14.455531,9.275639,2,0,2,3
22/12/2012,425,1912,14.238147,9.058408,13,4,9,8
22/12/2011,425,400,14.291892,9.083486,7,1,6,0
22/12/2011,425,700,14.306353,9.077111,4,2,2,0
20/12/2011,426,1300,14.038150,9.010647,8,0,8,0
20/12/2011,426,500,14.035000,9.162658,5,0,5,0
21/12/2011,426,100,14.033225,9.097469,0,0,0,0
18/12/2011,427,400,13.822714,9.076014,5,0,5,0
19/12/2011,427,250,13.799303,9.190711,1,0,1,0
19/12/2011,427,700,13.806414,9.088139,2,2,0,3
07/12/2011,428,2500,13.549831,9.159775,6,2,4,1
07/12/2011,428,11200,13.582575,9.124433,5,4,1,2
07/12/2011,428,700,13.591219,9.096583,3,2,1,2
08/12/2011,429,496,13.346756,9.109525,2,1,1,4
08/12/2011,429,200,13.347369,9.111372,1,1,0,6
08/12/2011,429,428,13.373844,9.094614,3,0,3,0
17/12/2011,430,800,13.094205,9.034189,6,0,6,0
17/12/2011,430,350,13.073856,9.025103,5,0,5,0
17/12/2011,430,1700,13.084864,9.084975,10,0,10,1
16/12/2011,431,1000,12.844842,9.084244,13,2,11,2
15/12/2011,431,400,12.859181,8.986581,7,1,6,1
16/12/2011,431,300,12.849639,9.073067,3,2,1,3
16/12/2011,432,2000,14.653403,9.276469,9,3,6,1
16/12/2011,432,250,14.644067,9.266928,2,0,2,0
16/12/2011,432,200,14.650072,9.277978,1,1,0,1
16/12/2011,433,250,14.412653,9.248978,0,0,0,0
16/12/2011,433,452,14.362856,9.251469,5,0,5,0
19/12/2011,433,247,14.345344,9.226108,4,1,3,0
16/12/2011,434,105,14.158881,9.298658,2,0,2,0
21/12/2011,474,0,13.985339,10.264081,6,4,2,0
19/12/2011,474,80,14.003414,10.183853,0,0,0,0
19/12/2011,474,160,14.019253,10.202172,0,0,0,0
